case_number,court_id,state,district,judge_id,case_type,case_category,bench_type,current_stage,stage_index,filing_date,case_age_days,stage_age_days,hearings_held,adjournments,adjournment_rate,stagnation_flag,is_undertrial,district_avg_disposal_days,statutory_deadline_days,days_beyond_statutory,disposal_days,delay_risk_score,delay_risk_label,case_age_normalized,hearing_density,stage_completion_ratio,case_type_enc,case_category_enc,bench_type_enc,current_stage_enc,state_enc,legal_urgency_score,urgency_flags,predicted_disposal_days,ml_delay_risk_score,ml_delay_risk_label,priority_score,priority_label,priority_emoji,court_rank,docket_label
CASE/0889/2018,BIH-PAT-18,Bihar,Patna,JDG-737,Appeal,Property_Dispute,Full_Bench,Execution,7,2020-10-24,1529,15,35,13,0.37142857142857144,0,0,1233,2920,0,51,33.3,Medium,0.5236301369863013,0.6867233485938522,1.0,0,7,1,3,0,20.0,📅 Past halfway of statutory limit; 📛 Long-pending: 4+ years,51,33.3,Medium,40.72,Medium,🟡,15,[#15] 🟡 Medium
CASE/6240/2022,BIH-PAT-18,Bihar,Patna,JDG-447,Appeal,Property_Dispute,Full_Bench,Execution,7,2020-12-01,1491,3,36,13,0.3611111111111111,0,0,897,2920,0,50,33.3,Low,0.5106164383561644,0.7243460764587525,1.0,0,7,1,3,0,20.0,📅 Past halfway of statutory limit; 📛 Long-pending: 4+ years,50,33.3,Medium,40.34,Medium,🟡,16,[#16] 🟡 Medium
CASE/3871/2018,BIH-PAT-18,Bihar,Patna,JDG-759,Writ,SC_ST,Full_Bench,Arguments,5,2023-07-29,521,10,16,5,0.3125,0,0,250,730,0,53,33.3,Medium,0.7136986301369863,0.9213051823416506,0.7142857142857143,5,8,1,1,0,33.0,📅 Past halfway of statutory limit; 🔴 SC/ST PoA: Priority disposal required,53,33.3,Medium,39.09,Medium,🟡,17,[#17] 🟡 Medium
CASE/0627/2019,BIH-PAT-18,Bihar,Patna,JDG-772,Criminal,General_Criminal,Magistrate,Judgment,6,2023-12-18,379,36,10,3,0.3,0,1,387,730,0,47,33.3,High,0.5191780821917809,0.79155672823219,0.8571428571428571,2,2,2,5,0,15.0,📅 Past halfway of statutory limit,47,33.3,Medium,28.12,Medium,🟡,18,[#18] 🟡 Medium
CASE/3267/2019,BIH-PAT-18,Bihar,Patna,JDG-599,Appeal,Property_Dispute,Division_Bench,Execution,7,2022-05-15,961,150,18,9,0.5,0,0,1294,2920,0,136,33.3,Low,0.3291095890410959,0.5619146722164412,1.0,0,7,0,3,0,0.0,No urgent flags,136,33.3,Medium,27.39,Medium,🟡,19,[#19] 🟡 Medium
CASE/2351/2016,BIH-PAT-19,Bihar,Patna,JDG-573,Criminal,POCSO,Sessions,Judgment,6,2019-12-12,1846,44,43,16,0.37209302325581395,1,0,100,365,1481,49,66.7,High,5.057534246575343,0.6988082340195017,0.8571428571428571,2,6,3,5,0,65.0,⚠️ STATUTORY DEADLINE BREACHED (1846d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 5+ years pending,49,66.7,High,77.38,Critical,🔴,1,[#1] 🔴 Critical
CASE/8062/2017,BIH-PAT-19,Bihar,Patna,JDG-355,Appeal,Senior_Citizen,Full_Bench,Arguments,5,2017-12-27,2561,28,53,17,0.32075471698113206,1,0,105,180,2381,52,66.7,High,14.227777777777778,0.6208512299882859,0.7142857142857143,0,9,1,1,0,60.0,⚠️ STATUTORY DEADLINE BREACHED (2561d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Aged case: 7+ years pending,52,66.7,High,77.1,Critical,🔴,2,[#2] 🔴 Critical
CASE/7101/2024,BIH-PAT-19,Bihar,Patna,JDG-490,Civil,Senior_Citizen,Full_Bench,Execution,7,2019-04-19,2083,10,55,16,0.2909090909090909,0,0,98,180,1903,45,33.3,Medium,11.572222222222223,0.7921267402784445,1.0,1,9,1,3,0,60.0,⚠️ STATUTORY DEADLINE BREACHED (2083d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Aged case: 5+ years pending,45,33.3,Medium,69.44,High,🟠,3,[#3] 🟠 High
CASE/2571/2020,BIH-PAT-19,Bihar,Patna,JDG-311,Criminal,Commercial,Division_Bench,Arguments,5,2017-02-27,2864,3,87,31,0.3563218390804598,0,0,354,365,2499,55,33.3,Medium,7.846575342465753,0.9113128491620112,0.7142857142857143,2,0,0,1,0,55.0,⚠️ STATUTORY DEADLINE BREACHED (2864d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Aged case: 7+ years pending,55,33.3,Medium,69.29,High,🟠,4,[#4] 🟠 High
CASE/2749/2017,BIH-PAT-19,Bihar,Patna,JDG-935,Criminal,General_Civil,Single_Judge,Execution,7,2016-05-11,3156,14,72,27,0.375,0,0,946,2190,966,46,33.3,Medium,1.441095890410959,0.6844106463878327,1.0,2,1,4,3,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (3156d > 2190d); 📛 Aged case: 8+ years pending,46,33.3,Medium,66.39,High,🟠,5,[#5] 🟠 High
CASE/5413/2020,BIH-PAT-19,Bihar,Patna,JDG-712,Revision,Property_Dispute,Magistrate,Execution,7,2015-09-24,3386,164,82,28,0.34146341463414637,0,0,1199,2920,466,50,33.3,Medium,1.1595890410958904,0.726520968694625,1.0,4,7,2,3,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (3386d > 2920d); 📛 Aged case: 9+ years pending,50,33.3,Medium,63.1,High,🟠,6,[#6] 🟠 High
CASE/6753/2019,BIH-PAT-19,Bihar,Patna,JDG-292,Execution,Motor_Accident,Division_Bench,Execution,7,2019-01-16,2176,36,56,21,0.375,0,0,724,1825,351,47,33.3,High,1.1923287671232876,0.7720588235294118,1.0,3,4,0,3,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (2176d > 1825d); 📛 Aged case: 5+ years pending,47,33.3,Medium,61.07,High,🟠,7,[#7] 🟠 High
CASE/3421/2024,BIH-PAT-19,Bihar,Patna,JDG-746,Revision,General_Criminal,Magistrate,Execution,7,2020-07-24,1621,29,36,14,0.3888888888888889,0,0,540,730,891,47,33.3,High,2.2205479452054795,0.6662553979025293,1.0,4,2,2,3,0,40.0,⚠️ STATUTORY DEADLINE BREACHED (1621d > 730d); 📛 Long-pending: 4+ years,47,33.3,Medium,60.86,High,🟠,8,[#8] 🟠 High
CASE/0009/2017,BIH-PAT-20,Bihar,Patna,JDG-397,Writ,SC_ST,Magistrate,Execution,7,2017-06-14,2757,123,63,14,0.2222222222222222,1,0,166,730,2027,51,66.7,High,3.776712328767123,0.6855277475516866,1.0,5,8,2,3,0,63.0,⚠️ STATUTORY DEADLINE BREACHED (2757d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 7+ years pending,51,66.7,High,78.56,Critical,🔴,1,[#1] 🔴 Critical
CASE/9114/2020,BIH-PAT-20,Bihar,Patna,JDG-263,Writ,NDPS,Magistrate,Judgment,6,2020-09-23,1560,118,31,15,0.4838709677419355,1,0,304,1095,465,52,66.7,High,1.4246575342465753,0.5961538461538461,0.8571428571428571,5,5,2,5,0,50.0,⚠️ STATUTORY DEADLINE BREACHED (1560d > 1095d); 🟠 Stagnation detected: 118d in 'Judgment' stage; 📛 Long-pending: 4+ years,52,66.7,High,70.67,High,🟠,2,[#2] 🟠 High
CASE/0320/2016,BIH-PAT-20,Bihar,Patna,JDG-345,Appeal,Matrimonial,Full_Bench,Arguments,5,2019-01-26,2166,69,38,19,0.5,0,0,434,1825,341,48,66.7,Medium,1.1868493150684931,0.5263157894736842,0.7142857142857143,0,3,1,1,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (2166d > 1825d); 📛 Aged case: 5+ years pending,48,66.7,High,67.66,High,🟠,3,[#3] 🟠 High
CASE/2990/2017,BIH-PAT-20,Bihar,Patna,JDG-947,Revision,General_Civil,Sessions,Execution,7,2015-05-28,3505,33,96,38,0.3958333333333333,0,0,926,2190,1315,53,33.3,Medium,1.6004566210045663,0.8216833095577747,1.0,4,1,3,3,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (3505d > 2190d); 📛 Aged case: 9+ years pending,53,33.3,Medium,67.11,High,🟠,4,[#4] 🟠 High
CASE/8258/2018,BIH-PAT-20,Bihar,Patna,JDG-328,Criminal,General_Civil,Sessions,Execution,7,2015-10-05,3375,1,89,32,0.3595505617977528,0,0,1115,2190,1185,51,33.3,Medium,1.5410958904109588,0.7911111111111111,1.0,2,1,3,3,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (3375d > 2190d); 📛 Aged case: 9+ years pending,51,33.3,Medium,66.84,High,🟠,5,[#5] 🟠 High
CASE/7698/2017,BIH-PAT-20,Bihar,Patna,JDG-851,Civil,SC_ST,Sessions,Execution,7,2021-04-26,1345,12,33,15,0.45454545454545453,0,0,162,730,615,47,33.3,Medium,1.8424657534246576,0.7360594795539033,1.0,1,8,3,3,0,58.0,⚠️ STATUTORY DEADLINE BREACHED (1345d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Long-pending: 3+ years,47,33.3,Medium,65.74,High,🟠,6,[#6] 🟠 High
CASE/0985/2021,BIH-PAT-20,Bihar,Patna,JDG-724,Appeal,Matrimonial,Sessions,Execution,7,2022-04-08,998,12,16,3,0.1875,0,0,594,1825,0,44,33.3,Low,0.5468493150684931,0.4809619238476954,1.0,0,3,3,3,0,15.0,📅 Past halfway of statutory limit,44,33.3,Medium,36.07,Medium,🟡,7,[#7] 🟡 Medium
CASE/2956/2019,BIH-PAT-20,Bihar,Patna,JDG-447,Civil,NDPS,Full_Bench,Judgment,6,2022-11-18,774,3,28,10,0.35714285714285715,0,0,305,1095,0,47,33.3,Medium,0.7068493150684931,1.0852713178294573,0.8571428571428571,1,5,1,5,0,15.0,📅 Past halfway of statutory limit,47,33.3,Medium,36.01,Medium,🟡,8,[#8] 🟡 Medium
CASE/8811/2019,BIH-PAT-20,Bihar,Patna,JDG-231,Execution,NDPS,Division_Bench,Arguments,5,2022-12-18,744,42,14,4,0.2857142857142857,0,0,468,1095,0,47,33.3,Medium,0.6794520547945205,0.564516129032258,0.7142857142857143,3,5,0,1,0,15.0,📅 Past halfway of statutory limit,47,33.3,Medium,35.32,Medium,🟡,9,[#9] 🟡 Medium
CASE/6710/2021,BIH-PAT-20,Bihar,Patna,JDG-841,Civil,General_Civil,Single_Judge,Arguments,5,2022-09-06,847,313,22,5,0.22727272727272727,1,0,1134,2190,0,70,33.3,Medium,0.3867579908675799,0.7792207792207791,0.7142857142857143,1,1,4,1,0,15.0,🟥 Critical stagnation: 313d in 'Arguments' stage (limit 90d),70,33.3,Medium,32.28,Medium,🟡,10,[#10] 🟡 Medium
CASE/2645/2015,BIH-PAT-20,Bihar,Patna,JDG-701,Civil,Property_Dispute,Magistrate,Arguments,5,2021-10-26,1162,28,21,3,0.14285714285714285,0,0,1467,2920,0,45,0.0,Low,0.39794520547945206,0.5421686746987951,0.7142857142857143,1,7,2,1,0,5.0,📛 Long-pending: 3+ years,45,0.0,Low,25.17,Medium,🟡,11,[#11] 🟡 Medium
CASE/4790/2016,DEL-CEN-01,Delhi,Central,JDG-344,Criminal,General_Criminal,Magistrate,Execution,7,2017-07-01,2740,9,53,15,0.2830188679245283,0,1,593,730,2010,49,66.7,High,3.7534246575342465,0.5802919708029197,1.0,2,2,2,3,1,65.0,⚠️ STATUTORY DEADLINE BREACHED (2740d > 730d); 🔴 BNSS 479: Undertrial exceeds 1/3 max sentence (2740d ≥ 608d); 📛 Aged case: 7+ years pending,49,66.7,High,79.22,Critical,🔴,1,[#1] 🔴 Critical
CASE/2093/2017,DEL-CEN-01,Delhi,Central,JDG-834,Appeal,Commercial,Single_Judge,Judgment,6,2016-01-10,3278,65,99,39,0.3939393939393939,1,0,221,365,2913,64,66.7,High,8.98082191780822,0.9060402684563759,0.8571428571428571,0,0,4,5,1,55.0,⚠️ STATUTORY DEADLINE BREACHED (3278d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Aged case: 8+ years pending,64,66.7,High,76.83,Critical,🔴,2,[#2] 🔴 Critical
CASE/5545/2016,DEL-CEN-01,Delhi,Central,JDG-591,Revision,SC_ST,Division_Bench,Execution,7,2017-04-08,2824,10,65,20,0.3076923076923077,0,0,239,730,2094,50,33.3,Medium,3.8684931506849316,0.6905099150141643,1.0,4,8,0,3,1,63.0,⚠️ STATUTORY DEADLINE BREACHED (2824d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 7+ years pending,50,33.3,Medium,72.01,High,🟠,3,[#3] 🟠 High
CASE/5299/2015,DEL-CEN-01,Delhi,Central,JDG-451,Revision,Commercial,Full_Bench,Judgment,6,2017-01-02,2920,38,66,26,0.3939393939393939,0,0,276,365,2555,50,33.3,High,8.0,0.678082191780822,0.8571428571428571,4,0,1,5,1,55.0,⚠️ STATUTORY DEADLINE BREACHED (2920d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Aged case: 8+ years pending,50,33.3,Medium,69.41,High,🟠,4,[#4] 🟠 High
CASE/9545/2015,DEL-CEN-01,Delhi,Central,JDG-681,Revision,SC_ST,Division_Bench,Execution,7,2020-01-10,1817,3,38,12,0.3157894736842105,0,0,210,730,1087,47,33.3,Medium,2.489041095890411,0.6274078150798018,1.0,4,8,0,3,1,58.0,⚠️ STATUTORY DEADLINE BREACHED (1817d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Long-pending: 4+ years,47,33.3,Medium,68.17,High,🟠,5,[#5] 🟠 High
CASE/9368/2024,DEL-CEN-01,Delhi,Central,JDG-358,Revision,General_Civil,Single_Judge,Execution,7,2016-01-04,3284,59,83,34,0.40963855421686746,0,0,1026,2190,1094,51,33.3,Medium,1.4995433789954338,0.7582216808769793,1.0,4,1,4,3,1,45.0,⚠️ STATUTORY DEADLINE BREACHED (3284d > 2190d); 📛 Aged case: 8+ years pending,51,33.3,Medium,66.66,High,🟠,6,[#6] 🟠 High
CASE/8052/2016,DEL-CEN-01,Delhi,Central,JDG-469,Execution,Commercial,Single_Judge,Execution,7,2020-04-01,1735,24,33,11,0.3333333333333333,0,0,308,365,1370,49,33.3,Medium,4.7534246575342465,0.5706051873198847,1.0,3,0,4,3,1,50.0,⚠️ STATUTORY DEADLINE BREACHED (1735d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Long-pending: 4+ years,49,33.3,Medium,64.95,High,🟠,7,[#7] 🟠 High
CASE/3437/2018,DEL-CEN-01,Delhi,Central,JDG-723,Civil,Commercial,Sessions,Execution,7,2020-04-28,1708,3,39,18,0.46153846153846156,0,0,264,365,1343,46,33.3,Medium,4.67945205479452,0.6850117096018736,1.0,1,0,3,3,1,50.0,⚠️ STATUTORY DEADLINE BREACHED (1708d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Long-pending: 4+ years,46,33.3,Medium,64.81,High,🟠,8,[#8] 🟠 High
CASE/2400/2016,DEL-CEN-01,Delhi,Central,JDG-833,Civil,Property_Dispute,Division_Bench,Execution,7,2015-07-16,3456,77,77,29,0.37662337662337664,0,0,1524,2920,536,55,33.3,Medium,1.1835616438356165,0.6684027777777778,1.0,1,7,0,3,1,45.0,⚠️ STATUTORY DEADLINE BREACHED (3456d > 2920d); 📛 Aged case: 9+ years pending,55,33.3,Medium,63.58,High,🟠,9,[#9] 🟠 High
CASE/5954/2016,DEL-CEN-02,Delhi,Central,JDG-373,Execution,Motor_Accident,Magistrate,Arguments,5,2015-05-03,3530,30,82,33,0.4024390243902439,0,0,990,1825,1705,52,66.7,Medium,1.9342465753424658,0.6968838526912181,0.7142857142857143,3,4,2,1,1,45.0,⚠️ STATUTORY DEADLINE BREACHED (3530d > 1825d); 📛 Aged case: 9+ years pending,52,66.7,High,73.84,High,🟠,1,[#1] 🟠 High
CASE/8749/2021,DEL-CEN-02,Delhi,Central,JDG-874,Appeal,Property_Dispute,Magistrate,Execution,7,2016-11-02,2981,268,70,22,0.3142857142857143,1,0,1373,2920,61,54,66.7,High,1.020890410958904,0.7044615900704462,1.0,0,7,2,3,1,60.0,⚠️ STATUTORY DEADLINE BREACHED (2981d > 2920d); 🟥 Critical stagnation: 268d in 'Execution' stage (limit 120d); 📛 Aged case: 8+ years pending,54,66.7,High,72.26,High,🟠,2,[#2] 🟠 High
CASE/1761/2017,DEL-CEN-02,Delhi,Central,JDG-128,Appeal,SC_ST,Sessions,Judgment,6,2018-12-04,2219,10,46,12,0.2608695652173913,0,0,209,730,1489,46,33.3,High,3.0397260273972604,0.6219017575484452,0.8571428571428571,0,8,3,5,1,63.0,⚠️ STATUTORY DEADLINE BREACHED (2219d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 6+ years pending,46,33.3,Medium,70.77,High,🟠,3,[#3] 🟠 High
CASE/2596/2021,DEL-CEN-02,Delhi,Central,JDG-347,Criminal,Commercial,Magistrate,Execution,7,2015-04-19,3544,7,78,33,0.4230769230769231,0,0,333,365,3179,44,33.3,Medium,9.70958904109589,0.6602708803611738,1.0,2,0,2,3,1,55.0,⚠️ STATUTORY DEADLINE BREACHED (3544d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Aged case: 9+ years pending,44,33.3,Medium,70.69,High,🟠,4,[#4] 🟠 High
CASE/0331/2019,DEL-CEN-02,Delhi,Central,JDG-421,Execution,General_Civil,Magistrate,Execution,7,2016-03-24,3204,56,66,33,0.5,0,0,767,2190,1014,49,33.3,Medium,1.463013698630137,0.6179775280898877,1.0,3,1,2,3,1,45.0,⚠️ STATUTORY DEADLINE BREACHED (3204d > 2190d); 📛 Aged case: 8+ years pending,49,33.3,Medium,66.49,High,🟠,5,[#5] 🟠 High
CASE/2395/2015,DEL-CEN-02,Delhi,Central,JDG-650,Appeal,NDPS,Sessions,Execution,7,2016-11-13,2970,68,75,27,0.36,0,0,496,1095,1875,50,33.3,Medium,2.712328767123288,0.7575757575757576,1.0,0,5,3,3,1,45.0,⚠️ STATUTORY DEADLINE BREACHED (2970d > 1095d); 📛 Aged case: 8+ years pending,50,33.3,Medium,66.01,High,🟠,6,[#6] 🟠 High
CASE/8721/2024,DEL-CEN-02,Delhi,Central,JDG-591,Civil,SC_ST,Full_Bench,Execution,7,2021-03-19,1383,10,34,9,0.2647058823529412,0,0,167,730,653,47,33.3,Medium,1.8945205479452054,0.737527114967462,1.0,1,8,1,3,1,58.0,⚠️ STATUTORY DEADLINE BREACHED (1383d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Long-pending: 3+ years,47,33.3,Medium,65.94,High,🟠,7,[#7] 🟠 High
CASE/2064/2024,DEL-CEN-02,Delhi,Central,JDG-949,Criminal,Matrimonial,Single_Judge,Execution,7,2017-04-20,2812,43,63,26,0.4126984126984127,0,0,600,1825,987,47,33.3,High,1.5408219178082192,0.6721194879089616,1.0,2,3,4,3,1,45.0,⚠️ STATUTORY DEADLINE BREACHED (2812d > 1825d); 📛 Aged case: 7+ years pending,47,33.3,Medium,65.69,High,🟠,8,[#8] 🟠 High
CASE/4375/2024,DEL-CEN-02,Delhi,Central,JDG-534,Appeal,Commercial,Division_Bench,Execution,7,2020-01-23,1804,50,40,18,0.45,0,0,290,365,1439,49,33.3,High,4.942465753424657,0.6651884700665188,1.0,0,0,0,3,1,50.0,⚠️ STATUTORY DEADLINE BREACHED (1804d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Long-pending: 4+ years,49,33.3,Medium,65.3,High,🟠,9,[#9] 🟠 High
CASE/7789/2017,DEL-CEN-02,Delhi,Central,JDG-111,Appeal,Senior_Citizen,Single_Judge,Execution,7,2021-06-20,1290,7,25,6,0.24,0,0,98,180,1110,46,33.3,Medium,7.166666666666667,0.5813953488372093,1.0,0,9,4,3,1,55.0,⚠️ STATUTORY DEADLINE BREACHED (1290d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Long-pending: 3+ years,46,33.3,Medium,64.41,High,🟠,10,[#10] 🟠 High
CASE/3150/2017,DEL-CEN-02,Delhi,Central,JDG-210,Civil,General_Criminal,Magistrate,Execution,7,2019-05-20,2052,3,50,19,0.38,0,0,589,730,1322,47,33.3,High,2.8109589041095893,0.7309941520467835,1.0,1,2,2,3,1,45.0,⚠️ STATUTORY DEADLINE BREACHED (2052d > 730d); 📛 Aged case: 5+ years pending,47,33.3,Medium,64.13,High,🟠,11,[#11] 🟠 High
CASE/3786/2016,DEL-CEN-02,Delhi,Central,JDG-696,Civil,Matrimonial,Magistrate,Execution,7,2018-06-10,2396,0,56,22,0.39285714285714285,0,0,507,1825,571,47,33.3,Medium,1.312876712328767,0.7011686143572622,1.0,1,3,2,3,1,45.0,⚠️ STATUTORY DEADLINE BREACHED (2396d > 1825d); 📛 Aged case: 6+ years pending,47,33.3,Medium,63.21,High,🟠,12,[#12] 🟠 High
CASE/8824/2017,DEL-CEN-02,Delhi,Central,JDG-262,Writ,Matrimonial,Magistrate,Execution,7,2018-09-16,2298,16,47,16,0.3404255319148936,0,0,517,1825,473,45,33.3,Medium,1.2591780821917808,0.6135770234986946,1.0,5,3,2,3,1,45.0,⚠️ STATUTORY DEADLINE BREACHED (2298d > 1825d); 📛 Aged case: 6+ years pending,45,33.3,Medium,62.26,High,🟠,13,[#13] 🟠 High
CASE/2863/2023,DEL-CEN-02,Delhi,Central,JDG-941,Revision,Property_Dispute,Magistrate,Arguments,5,2016-05-02,3165,120,67,25,0.373134328358209,0,0,1146,2920,245,49,33.3,High,1.0839041095890412,0.6350710900473934,0.7142857142857143,4,7,2,1,1,45.0,⚠️ STATUTORY DEADLINE BREACHED (3165d > 2920d); 📛 Aged case: 8+ years pending,49,33.3,Medium,61.59,High,🟠,14,[#14] 🟠 High
CASE/3121/2018,DEL-CEN-02,Delhi,Central,JDG-201,Execution,General_Criminal,Magistrate,Execution,7,2022-11-26,766,96,10,4,0.4,1,0,386,730,36,44,66.7,High,1.0493150684931507,0.39164490861618795,1.0,3,2,2,3,1,35.0,⚠️ STATUTORY DEADLINE BREACHED (766d > 730d),44,66.7,High,54.4,High,🟠,15,[#15] 🟠 High
CASE/5143/2023,DEL-CEN-02,Delhi,Central,JDG-320,Civil,NDPS,Division_Bench,Execution,7,2021-10-02,1186,6,22,7,0.3181818181818182,0,0,413,1095,91,45,33.3,Medium,1.0831050228310501,0.5564924114671164,1.0,1,5,0,3,1,40.0,⚠️ STATUTORY DEADLINE BREACHED (1186d > 1095d); 📛 Long-pending: 3+ years,45,33.3,Medium,53.79,High,🟠,16,[#16] 🟠 High
CASE/0059/2019,DEL-CEN-02,Delhi,Central,JDG-303,Civil,General_Civil,Single_Judge,Judgment,6,2020-02-09,1787,69,38,11,0.2894736842105263,0,0,999,2190,0,45,33.3,Medium,0.8159817351598173,0.6379406827084498,0.8571428571428571,1,1,4,5,1,30.0,🔔 Approaching statutory deadline (81% elapsed); 📛 Long-pending: 4+ years,45,33.3,Medium,49.64,Medium,🟡,17,[#17] 🟡 Medium
CASE/7415/2016,DEL-CEN-02,Delhi,Central,JDG-949,Appeal,General_Civil,Full_Bench,Execution,7,2020-06-23,1652,107,38,11,0.2894736842105263,0,0,938,2190,0,43,33.3,Medium,0.754337899543379,0.6900726392251816,1.0,0,1,1,3,1,30.0,🔔 Approaching statutory deadline (75% elapsed); 📛 Long-pending: 4+ years,43,33.3,Medium,48.08,Medium,🟡,18,[#18] 🟡 Medium
CASE/8960/2024,DEL-CEN-02,Delhi,Central,JDG-811,Civil,General_Civil,Single_Judge,Execution,7,2021-01-19,1442,15,33,15,0.45454545454545453,0,0,816,2190,0,47,33.3,Medium,0.6584474885844749,0.6865464632454923,1.0,1,1,4,3,1,20.0,📅 Past halfway of statutory limit; 📛 Long-pending: 3+ years,47,33.3,Medium,42.16,Medium,🟡,19,[#19] 🟡 Medium
CASE/3114/2023,DEL-CEN-02,Delhi,Central,JDG-471,Execution,SC_ST,Sessions,Execution,7,2023-11-14,413,60,8,1,0.125,1,0,220,730,0,49,33.3,Medium,0.5657534246575342,0.5811138014527845,1.0,3,8,3,3,1,33.0,📅 Past halfway of statutory limit; 🔴 SC/ST PoA: Priority disposal required,49,33.3,Medium,35.54,Medium,🟡,20,[#20] 🟡 Medium
CASE/8830/2018,DEL-CEN-02,Delhi,Central,JDG-193,Appeal,Matrimonial,Full_Bench,Arguments,5,2023-08-02,517,145,11,4,0.36363636363636365,1,0,548,1825,0,81,33.3,Medium,0.28328767123287674,0.6382978723404255,0.7142857142857143,0,3,1,1,1,10.0,🟠 Stagnation detected: 145d in 'Arguments' stage,81,33.3,Medium,24.96,Low,🟢,21,[#21] 🟢 Low
CASE/3052/2017,DEL-CEN-03,Delhi,Central,JDG-145,Civil,Motor_Accident,Full_Bench,Execution,7,2016-04-19,3178,197,66,25,0.3787878787878788,1,0,820,1825,1353,53,66.7,High,1.7413698630136987,0.6230333543108874,1.0,1,4,1,3,1,55.0,⚠️ STATUTORY DEADLINE BREACHED (3178d > 1825d); 🟠 Stagnation detected: 197d in 'Execution' stage; 📛 Aged case: 8+ years pending,53,66.7,High,76.62,Critical,🔴,1,[#1] 🔴 Critical
CASE/4910/2015,DEL-CEN-03,Delhi,Central,JDG-482,Execution,SC_ST,Full_Bench,Execution,7,2020-07-06,1639,60,46,16,0.34782608695652173,1,0,176,730,909,51,66.7,High,2.245205479452055,0.8419768151311775,1.0,3,8,1,3,1,58.0,⚠️ STATUTORY DEADLINE BREACHED (1639d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Long-pending: 4+ years,51,66.7,High,73.93,High,🟠,2,[#2] 🟠 High
CASE/6612/2018,DEL-CEN-03,Delhi,Central,JDG-737,Criminal,POCSO,Full_Bench,Execution,7,2017-05-19,2783,21,70,23,0.32857142857142857,0,0,155,365,2418,50,33.3,Medium,7.624657534246575,0.7545813869924541,1.0,2,6,1,3,1,65.0,⚠️ STATUTORY DEADLINE BREACHED (2783d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 7+ years pending,50,33.3,Medium,72.63,High,🟠,3,[#3] 🟠 High
CASE/6644/2024,DEL-CEN-03,Delhi,Central,JDG-190,Criminal,Senior_Citizen,Full_Bench,Execution,7,2021-05-04,1337,17,28,12,0.42857142857142855,1,0,123,180,1157,49,66.7,High,7.427777777777778,0.6282722513089005,1.0,2,9,1,3,1,55.0,⚠️ STATUTORY DEADLINE BREACHED (1337d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Long-pending: 3+ years,49,66.7,High,71.33,High,🟠,4,[#4] 🟠 High
CASE/4195/2023,DEL-CEN-03,Delhi,Central,JDG-328,Criminal,SC_ST,Division_Bench,Execution,7,2018-06-10,2396,23,57,12,0.21052631578947367,0,0,207,730,1666,46,33.3,Medium,3.282191780821918,0.7136894824707847,1.0,2,8,0,3,1,63.0,⚠️ STATUTORY DEADLINE BREACHED (2396d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 6+ years pending,46,33.3,Medium,71.13,High,🟠,5,[#5] 🟠 High
CASE/7172/2021,DEL-CEN-03,Delhi,Central,JDG-531,Execution,Commercial,Division_Bench,Execution,7,2021-03-18,1384,8,36,5,0.1388888888888889,0,0,216,365,1019,45,33.3,Medium,3.791780821917808,0.7803468208092486,1.0,3,0,0,3,1,50.0,⚠️ STATUTORY DEADLINE BREACHED (1384d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Long-pending: 3+ years,45,33.3,Medium,63.14,High,🟠,6,[#6] 🟠 High
