case_number,court_id,state,district,judge_id,case_type,case_category,bench_type,current_stage,stage_index,filing_date,case_age_days,stage_age_days,hearings_held,adjournments,adjournment_rate,stagnation_flag,is_undertrial,district_avg_disposal_days,statutory_deadline_days,days_beyond_statutory,disposal_days,delay_risk_score,delay_risk_label
CASE/2309/2024,KAR-MAN-09,Karnataka,Mangaluru,JDG-624,Criminal,Senior_Citizen,Full_Bench,Execution,7,2020-05-09,1697,25,28,11,0.393,1,0,119,180,1517,10,70.18,High
CASE/4331/2020,DEL-CEN-15,Delhi,Central,JDG-207,Execution,POCSO,Division_Bench,Execution,7,2017-12-27,2561,5,55,27,0.491,0,0,124,365,2196,20,55.35,High
CASE/0744/2020,BIH-MUZ-10,Bihar,Muzaffarpur,JDG-229,Appeal,Matrimonial,Sessions,Judgment,6,2019-11-18,1870,33,40,20,0.5,0,0,638,1825,45,18,57.4,High
CASE/0001/2024,MAH-PUN-05,Maharashtra,Pune,JDG-164,Appeal,Matrimonial,Single_Judge,Execution,7,2015-03-15,3579,57,80,31,0.388,0,0,711,1825,1754,17,44.7,Medium
CASE/0866/2022,WES-HOW-11,West Bengal,Howrah,JDG-947,Writ,Motor_Accident,Division_Bench,Judgment,6,2016-12-04,2949,290,53,24,0.453,1,0,954,1825,1124,189,66.02,High
CASE/2670/2023,KAR-HUB-16,Karnataka,Hubballi,JDG-838,Revision,Senior_Citizen,Full_Bench,Execution,7,2021-11-07,1150,13,24,11,0.458,0,0,88,180,970,37,48.47,Medium
CASE/8523/2023,RAJ-JAI-02,Rajasthan,Jaipur,JDG-805,Appeal,SC_ST,Division_Bench,Judgment,6,2017-01-18,2904,17,61,24,0.393,0,0,212,730,2174,10,50.41,High
CASE/6877/2016,RAJ-KOT-08,Rajasthan,Kota,JDG-913,Criminal,SC_ST,Sessions,Judgment,6,2019-05-15,2057,8,43,10,0.233,0,0,151,730,1327,14,53.92,High
CASE/5758/2023,GUJ-AHM-16,Gujarat,Ahmedabad,JDG-193,Civil,SC_ST,Single_Judge,Judgment,6,2022-03-12,1025,10,25,14,0.56,0,0,196,730,295,10,51.47,High
CASE/7600/2016,UTT-VAR-01,Uttar Pradesh,Varanasi,JDG-422,Criminal,General_Criminal,Single_Judge,Execution,7,2022-05-14,962,59,41,13,0.317,0,1,474,730,232,48,66.64,High
CASE/5943/2018,KAR-MAN-03,Karnataka,Mangaluru,JDG-154,Execution,POCSO,Magistrate,Execution,7,2023-11-26,401,9,12,3,0.25,0,0,126,365,36,134,46.08,Medium
CASE/7576/2016,DEL-SOU-07,Delhi,South,JDG-421,Civil,POCSO,Sessions,Execution,7,2019-10-29,1890,0,54,12,0.222,0,0,166,365,1525,10,48.05,Medium
CASE/1420/2023,MAH-MUM-16,Maharashtra,Mumbai,JDG-675,Execution,NDPS,Full_Bench,Execution,7,2021-06-09,1301,0,32,11,0.344,0,0,430,1095,206,12,44.81,Medium
CASE/8551/2022,GUJ-VAD-08,Gujarat,Vadodara,JDG-668,Revision,Senior_Citizen,Sessions,Execution,7,2019-08-20,1960,20,63,18,0.286,1,0,75,180,1780,10,60.74,High
CASE/9752/2019,DEL-SOU-14,Delhi,South,JDG-884,Criminal,Matrimonial,Magistrate,Judgment,6,2018-02-16,2510,5,67,21,0.313,0,0,702,1825,685,10,47.11,Medium
CASE/8433/2017,UTT-KAN-03,Uttar Pradesh,Kanpur,JDG-924,Execution,General_Criminal,Division_Bench,Arguments,5,2020-04-26,1710,73,40,15,0.375,0,0,406,730,980,10,40.35,Medium
CASE/4225/2020,RAJ-JAI-07,Rajasthan,Jaipur,JDG-460,Civil,SC_ST,Division_Bench,Execution,7,2015-07-05,3467,11,90,31,0.344,0,0,189,730,2737,116,56.47,High
CASE/7673/2019,BIH-BHA-08,Bihar,Bhagalpur,JDG-548,Civil,Senior_Citizen,Full_Bench,Judgment,6,2017-05-23,2779,4,60,19,0.317,0,0,118,180,2599,77,50.31,High
CASE/8683/2015,RAJ-JOD-11,Rajasthan,Jodhpur,JDG-658,Appeal,Senior_Citizen,Full_Bench,Execution,7,2019-07-20,1991,0,51,16,0.314,0,0,121,180,1811,36,44.94,Medium
CASE/9639/2023,WES-KOL-14,West Bengal,Kolkata,JDG-406,Criminal,Property_Dispute,Full_Bench,Execution,7,2017-06-16,2755,74,72,22,0.306,0,0,1531,2920,0,78,44.0,Medium
CASE/5209/2018,BIH-GAY-18,Bihar,Gaya,JDG-515,Criminal,NDPS,Full_Bench,Execution,7,2019-04-17,2085,40,32,12,0.375,0,1,462,1095,990,81,64.68,High
CASE/7300/2022,KAR-BEN-11,Karnataka,Bengaluru,JDG-502,Civil,Matrimonial,Single_Judge,Execution,7,2018-02-07,2519,4,67,22,0.328,0,0,461,1825,694,60,45.87,Medium
CASE/1312/2020,GUJ-RAJ-20,Gujarat,Rajkot,JDG-310,Writ,Matrimonial,Division_Bench,Judgment,6,2019-06-15,2026,94,52,14,0.269,0,0,551,1825,201,117,44.62,Medium
CASE/8862/2020,DEL-SOU-01,Delhi,South,JDG-209,Civil,General_Criminal,Full_Bench,Execution,7,2023-08-03,516,0,5,1,0.2,0,0,509,730,0,10,35.9,Medium
CASE/9832/2016,MAH-NAS-10,Maharashtra,Nashik,JDG-185,Execution,POCSO,Single_Judge,Judgment,6,2017-08-14,2696,26,62,23,0.371,1,0,116,365,2331,10,60.61,High
CASE/9848/2015,UTT-KAN-17,Uttar Pradesh,Kanpur,JDG-924,Civil,Motor_Accident,Full_Bench,Execution,7,2016-08-05,3070,42,84,37,0.44,0,0,623,1825,1245,115,48.06,Medium
CASE/2903/2017,RAJ-KOT-13,Rajasthan,Kota,JDG-515,Execution,POCSO,Single_Judge,Execution,7,2022-02-09,1056,14,21,6,0.286,0,0,157,365,691,10,40.82,Medium
CASE/1363/2017,DEL-NOR-08,Delhi,North,JDG-782,Writ,Matrimonial,Single_Judge,Execution,7,2015-01-03,3650,111,90,24,0.267,1,0,434,1825,1825,10,63.5,High
CASE/5855/2015,KAR-MYS-15,Karnataka,Mysuru,JDG-980,Revision,Matrimonial,Division_Bench,Judgment,6,2015-02-13,3609,91,64,23,0.359,0,0,515,1825,1784,10,41.53,Medium
CASE/5526/2018,WES-KOL-03,West Bengal,Kolkata,JDG-999,Civil,Matrimonial,Division_Bench,Execution,7,2023-01-25,706,130,17,7,0.412,1,0,597,1825,0,10,39.75,Medium
CASE/0525/2022,GUJ-VAD-15,Gujarat,Vadodara,JDG-954,Writ,General_Criminal,Single_Judge,Judgment,6,2018-03-03,2495,176,58,20,0.345,1,0,467,730,1765,10,57.72,High
CASE/7598/2024,MAD-BHO-15,Madhya Pradesh,Bhopal,JDG-462,Criminal,Commercial,Single_Judge,Judgment,6,2021-03-05,1397,38,29,11,0.379,0,0,338,365,1032,48,54.91,High
CASE/1078/2015,DEL-NOR-01,Delhi,North,JDG-394,Execution,Commercial,Magistrate,Execution,7,2015-02-09,3613,45,68,17,0.25,0,0,250,365,3248,89,38.34,Medium
CASE/9486/2016,DEL-SOU-10,Delhi,South,JDG-456,Criminal,POCSO,Full_Bench,Execution,7,2015-01-13,3640,4,73,30,0.411,0,0,97,365,3275,10,47.39,Medium
CASE/8299/2024,KAR-BEN-07,Karnataka,Bengaluru,JDG-165,Civil,Motor_Accident,Full_Bench,Execution,7,2022-11-01,791,11,18,6,0.333,0,0,707,1825,0,20,22.03,Low
CASE/5519/2024,UTT-VAR-20,Uttar Pradesh,Varanasi,JDG-658,Criminal,SC_ST,Division_Bench,Execution,7,2021-11-30,1127,2,27,10,0.37,0,0,188,730,397,45,51.42,High
CASE/9292/2020,GUJ-VAD-08,Gujarat,Vadodara,JDG-470,Execution,Matrimonial,Single_Judge,Execution,7,2016-08-23,3052,29,57,15,0.263,0,0,563,1825,1227,76,50.04,High
CASE/7978/2024,WES-KOL-02,West Bengal,Kolkata,JDG-759,Appeal,POCSO,Single_Judge,Execution,7,2021-06-23,1287,12,33,13,0.394,0,0,100,365,922,10,52.57,High
CASE/0964/2016,MAH-NAS-19,Maharashtra,Nashik,JDG-834,Revision,Motor_Accident,Magistrate,Execution,7,2021-02-17,1413,111,40,16,0.4,0,0,899,1825,0,10,29.51,Medium
CASE/3959/2022,MAD-JAB-09,Madhya Pradesh,Jabalpur,JDG-811,Execution,POCSO,Full_Bench,Execution,7,2020-08-13,1601,2,36,14,0.389,0,0,154,365,1236,10,50.1,High
CASE/5026/2024,KAR-MYS-07,Karnataka,Mysuru,JDG-982,Writ,General_Criminal,Full_Bench,Arguments,5,2022-11-02,790,97,14,3,0.214,1,0,575,730,60,10,55.24,High
CASE/7512/2021,TAM-CHE-01,Tamil Nadu,Chennai,JDG-442,Appeal,Motor_Accident,Division_Bench,Evidence,4,2023-07-05,545,63,11,2,0.182,0,0,975,1825,0,269,26.61,Medium
CASE/5701/2015,GUJ-AHM-07,Gujarat,Ahmedabad,JDG-317,Execution,Senior_Citizen,Magistrate,Arguments,5,2015-10-26,3354,16,79,28,0.354,0,0,106,180,3174,10,50.42,High
CASE/3009/2019,WES-DUR-09,West Bengal,Durgapur,JDG-650,Appeal,Senior_Citizen,Magistrate,Execution,7,2016-03-09,3219,30,70,22,0.314,1,0,97,180,3039,40,65.13,High
CASE/3061/2024,RAJ-JOD-19,Rajasthan,Jodhpur,JDG-324,Execution,POCSO,Division_Bench,Execution,7,2022-11-17,775,3,18,8,0.444,0,0,154,365,410,10,47.22,Medium
CASE/0250/2015,TAM-MAD-11,Tamil Nadu,Madurai,JDG-758,Civil,SC_ST,Single_Judge,Execution,7,2021-05-29,1312,1,42,14,0.333,0,0,233,730,582,10,40.47,Medium
CASE/8864/2023,WES-KOL-12,West Bengal,Kolkata,JDG-359,Civil,Commercial,Sessions,Judgment,6,2019-08-23,1957,18,41,12,0.293,0,0,254,365,1592,71,50.67,High
CASE/6292/2021,TAM-CHE-05,Tamil Nadu,Chennai,JDG-913,Civil,SC_ST,Division_Bench,Execution,7,2019-12-24,1834,0,36,10,0.278,0,0,186,730,1104,100,40.84,Medium
CASE/5474/2024,KAR-BEN-10,Karnataka,Bengaluru,JDG-561,Appeal,Matrimonial,Sessions,Execution,7,2021-03-29,1373,1,27,11,0.407,0,0,493,1825,0,127,41.19,Medium
CASE/9726/2021,GUJ-SUR-03,Gujarat,Surat,JDG-504,Revision,Senior_Citizen,Division_Bench,Execution,7,2018-06-30,2376,15,51,15,0.294,0,0,116,180,2196,10,49.07,Medium
CASE/2936/2015,MAH-PUN-08,Maharashtra,Pune,JDG-568,Execution,Motor_Accident,Division_Bench,Judgment,6,2022-10-14,809,23,18,5,0.278,0,0,846,1825,0,17,30.09,Medium
CASE/4192/2022,GUJ-VAD-17,Gujarat,Vadodara,JDG-811,Civil,Senior_Citizen,Single_Judge,Execution,7,2020-03-12,1755,18,43,15,0.349,1,0,105,180,1575,107,69.4,High
CASE/1489/2020,DEL-SOU-01,Delhi,South,JDG-830,Civil,Property_Dispute,Division_Bench,Arguments,5,2016-10-25,2989,113,67,34,0.507,0,0,955,2920,69,31,51.39,High
CASE/2757/2016,BIH-PAT-06,Bihar,Patna,JDG-842,Appeal,Commercial,Sessions,Judgment,6,2022-04-04,1002,43,28,10,0.357,0,0,330,365,637,55,43.6,Medium
CASE/8557/2024,KAR-BEN-12,Karnataka,Bengaluru,JDG-802,Civil,General_Civil,Single_Judge,Arguments,5,2020-06-25,1650,435,27,8,0.296,1,0,1252,2190,0,27,59.74,High
CASE/8244/2021,GUJ-AHM-14,Gujarat,Ahmedabad,JDG-480,Civil,SC_ST,Sessions,Arguments,5,2017-05-16,2786,17,60,22,0.367,0,0,213,730,2056,26,53.2,High
CASE/7599/2022,GUJ-AHM-19,Gujarat,Ahmedabad,JDG-490,Revision,Matrimonial,Single_Judge,Execution,7,2016-11-16,2967,38,70,26,0.371,0,0,625,1825,1142,96,56.71,High
CASE/7844/2023,BIH-PAT-02,Bihar,Patna,JDG-978,Criminal,Matrimonial,Sessions,Execution,7,2023-08-02,517,2,11,4,0.364,0,0,515,1825,0,74,11.59,Low
CASE/2533/2023,TAM-CHE-18,Tamil Nadu,Chennai,JDG-276,Revision,Motor_Accident,Magistrate,Execution,7,2021-07-11,1269,50,25,9,0.36,0,0,859,1825,0,75,29.47,Medium
CASE/1573/2023,BIH-MUZ-11,Bihar,Muzaffarpur,JDG-839,Civil,NDPS,Division_Bench,Execution,7,2016-07-19,3087,4,67,25,0.373,0,0,318,1095,1992,29,50.64,High
CASE/9031/2018,MAD-IND-01,Madhya Pradesh,Indore,JDG-649,Criminal,POCSO,Full_Bench,Execution,7,2021-11-24,1133,4,23,9,0.391,0,0,116,365,768,10,41.36,Medium
CASE/4129/2016,KAR-MYS-05,Karnataka,Mysuru,JDG-598,Civil,Senior_Citizen,Full_Bench,Execution,7,2018-02-10,2516,5,70,20,0.286,0,0,121,180,2336,138,45.58,Medium
CASE/1798/2016,RAJ-JOD-05,Rajasthan,Jodhpur,JDG-691,Execution,General_Civil,Full_Bench,Judgment,6,2019-09-23,1926,21,42,12,0.286,0,0,977,2190,0,22,48.19,Medium
CASE/0214/2017,DEL-SOU-01,Delhi,South,JDG-151,Execution,Senior_Citizen,Division_Bench,Judgment,6,2015-05-28,3505,10,93,30,0.323,0,0,116,180,3325,25,50.83,High
CASE/7192/2022,RAJ-JOD-08,Rajasthan,Jodhpur,JDG-812,Criminal,Senior_Citizen,Division_Bench,Execution,7,2019-01-11,2181,11,48,19,0.396,0,0,107,180,2001,111,55.77,High
CASE/2141/2023,UTT-ALL-12,Uttar Pradesh,Allahabad,JDG-443,Civil,Commercial,Magistrate,Execution,7,2016-01-19,3269,37,65,30,0.462,0,0,220,365,2904,102,57.51,High
CASE/0048/2015,MAH-NAS-09,Maharashtra,Nashik,JDG-336,Criminal,Motor_Accident,Sessions,Execution,7,2018-11-11,2242,2,46,19,0.413,0,0,958,1825,417,10,43.19,Medium
CASE/9578/2016,MAD-JAB-15,Madhya Pradesh,Jabalpur,JDG-329,Appeal,Matrimonial,Sessions,Judgment,6,2021-11-08,1149,94,31,6,0.194,0,0,734,1825,0,10,25.02,Medium
CASE/1469/2021,KAR-BEN-01,Karnataka,Bengaluru,JDG-580,Revision,Senior_Citizen,Single_Judge,Judgment,6,2022-08-28,856,14,27,9,0.333,0,0,108,180,676,91,46.46,Medium
CASE/9537/2023,RAJ-KOT-20,Rajasthan,Kota,JDG-904,Criminal,POCSO,Single_Judge,Arguments,5,2017-06-12,2759,35,66,19,0.288,1,0,156,365,2394,91,61.72,High
CASE/1096/2024,MAH-NAG-08,Maharashtra,Nagpur,JDG-266,Writ,General_Civil,Magistrate,Execution,7,2019-05-05,2067,60,48,20,0.417,0,0,1249,2190,0,103,42.33,Medium
CASE/7977/2015,KAR-BEN-07,Karnataka,Bengaluru,JDG-475,Appeal,SC_ST,Single_Judge,Execution,7,2020-08-14,1600,13,37,13,0.351,0,0,206,730,870,118,53.05,High
CASE/0665/2021,WES-DUR-14,West Bengal,Durgapur,JDG-256,Appeal,Motor_Accident,Magistrate,Execution,7,2017-08-15,2695,211,51,14,0.275,1,0,903,1825,870,10,59.13,High
CASE/4968/2024,UTT-KAN-12,Uttar Pradesh,Kanpur,JDG-407,Civil,Matrimonial,Full_Bench,Execution,7,2018-03-21,2477,43,49,14,0.286,0,0,539,1825,652,117,51.35,High
CASE/5017/2024,MAH-NAS-14,Maharashtra,Nashik,JDG-834,Criminal,Motor_Accident,Division_Bench,Execution,7,2023-08-21,498,14,9,1,0.111,0,0,816,1825,0,197,13.75,Low
CASE/9905/2021,TAM-SAL-12,Tamil Nadu,Salem,JDG-294,Writ,POCSO,Magistrate,Arguments,5,2016-11-16,2967,7,71,30,0.423,0,0,146,365,2602,10,44.8,Medium
CASE/1925/2016,KAR-MYS-13,Karnataka,Mysuru,JDG-361,Appeal,Senior_Citizen,Division_Bench,Judgment,6,2018-04-25,2442,2,46,12,0.261,0,0,122,180,2262,10,43.97,Medium
CASE/9090/2020,TAM-SAL-05,Tamil Nadu,Salem,JDG-203,Execution,Matrimonial,Division_Bench,Execution,7,2017-12-27,2561,72,60,27,0.45,0,0,518,1825,736,59,50.93,High
CASE/1608/2024,BIH-PAT-18,Bihar,Patna,JDG-754,Revision,Property_Dispute,Division_Bench,Judgment,6,2019-07-28,1983,408,48,20,0.417,1,0,1363,2920,0,33,56.89,High
CASE/6231/2019,TAM-MAD-03,Tamil Nadu,Madurai,JDG-673,Revision,General_Criminal,Division_Bench,Execution,7,2017-06-22,2749,76,75,28,0.373,0,0,473,730,2019,94,47.15,Medium
CASE/3059/2020,GUJ-SUR-05,Gujarat,Surat,JDG-473,Appeal,NDPS,Single_Judge,Arguments,5,2022-06-23,922,1,20,3,0.15,0,0,333,1095,0,10,36.16,Medium
CASE/3315/2015,BIH-GAY-08,Bihar,Gaya,JDG-179,Writ,Commercial,Division_Bench,Execution,7,2022-09-25,828,3,20,9,0.45,0,0,224,365,463,31,45.74,Medium
CASE/0459/2020,UTT-VAR-17,Uttar Pradesh,Varanasi,JDG-478,Appeal,Property_Dispute,Full_Bench,Evidence,4,2023-01-23,708,29,23,14,0.609,0,0,1442,2920,0,424,34.44,Medium
CASE/5421/2022,MAD-JAB-19,Madhya Pradesh,Jabalpur,JDG-829,Appeal,NDPS,Sessions,Execution,7,2019-07-03,2008,28,50,25,0.5,0,0,353,1095,913,59,47.02,Medium
CASE/7154/2020,RAJ-UDA-07,Rajasthan,Udaipur,JDG-977,Criminal,Matrimonial,Magistrate,Execution,7,2021-04-30,1341,65,29,12,0.414,0,0,583,1825,0,35,46.16,Medium
CASE/6264/2016,RAJ-KOT-13,Rajasthan,Kota,JDG-387,Revision,General_Criminal,Division_Bench,Arguments,5,2019-10-31,1888,46,40,16,0.4,0,0,620,730,1158,108,64.04,High
CASE/6062/2015,KAR-BEN-06,Karnataka,Bengaluru,JDG-686,Writ,Matrimonial,Single_Judge,Arguments,5,2021-01-02,1459,75,31,10,0.323,0,0,577,1825,0,10,39.98,Medium
CASE/3038/2021,GUJ-VAD-17,Gujarat,Vadodara,JDG-430,Writ,SC_ST,Division_Bench,Judgment,6,2021-09-06,1212,4,26,7,0.269,0,0,235,730,482,77,44.46,Medium
CASE/2978/2016,GUJ-RAJ-13,Gujarat,Rajkot,JDG-564,Appeal,NDPS,Single_Judge,Judgment,6,2017-09-08,2671,1,64,20,0.312,0,0,326,1095,1576,101,42.44,Medium
CASE/9643/2016,RAJ-JOD-08,Rajasthan,Jodhpur,JDG-494,Execution,Matrimonial,Division_Bench,Execution,7,2017-12-24,2564,1,61,19,0.311,0,0,590,1825,739,26,39.46,Medium
CASE/8921/2024,UTT-VAR-02,Uttar Pradesh,Varanasi,JDG-911,Execution,NDPS,Division_Bench,Arguments,5,2017-03-11,2852,69,65,34,0.523,1,0,396,1095,1757,56,65.4,High
CASE/5062/2018,KAR-MAN-04,Karnataka,Mangaluru,JDG-563,Writ,NDPS,Single_Judge,Execution,7,2023-01-21,710,10,20,4,0.2,0,0,450,1095,0,38,20.88,Low
CASE/1709/2015,DEL-EAS-08,Delhi,East,JDG-761,Criminal,Property_Dispute,Sessions,Execution,7,2015-05-03,3530,35,71,34,0.479,0,0,1435,2920,610,111,39.33,Medium
CASE/2328/2016,UTT-KAN-17,Uttar Pradesh,Kanpur,JDG-847,Criminal,Matrimonial,Full_Bench,Arguments,5,2015-11-22,3327,32,80,26,0.325,0,0,572,1825,1502,77,52.81,High
CASE/5216/2017,BIH-BHA-03,Bihar,Bhagalpur,JDG-935,Writ,General_Civil,Full_Bench,Execution,7,2017-05-06,2796,5,71,22,0.31,0,0,979,2190,606,10,37.77,Medium
CASE/4256/2019,RAJ-JOD-14,Rajasthan,Jodhpur,JDG-149,Appeal,General_Civil,Magistrate,Judgment,6,2022-08-18,866,143,24,8,0.333,0,0,1136,2190,0,72,17.39,Low
CASE/0415/2023,UTT-KAN-07,Uttar Pradesh,Kanpur,JDG-996,Execution,Senior_Citizen,Full_Bench,Execution,7,2019-08-11,1969,19,43,16,0.372,1,0,74,180,1789,146,68.22,High
CASE/2164/2024,KAR-MYS-15,Karnataka,Mysuru,JDG-798,Appeal,Property_Dispute,Magistrate,Execution,7,2019-10-28,1891,80,38,9,0.237,0,0,899,2920,0,24,15.38,Low
CASE/0056/2016,GUJ-RAJ-07,Gujarat,Rajkot,JDG-761,Appeal,Commercial,Single_Judge,Execution,7,2018-02-15,2511,194,56,19,0.339,1,0,237,365,2146,129,67.22,High
CASE/1031/2015,MAH-NAG-05,Maharashtra,Nagpur,JDG-764,Revision,Property_Dispute,Full_Bench,Arguments,5,2019-02-14,2147,25,44,13,0.295,0,0,1097,2920,0,95,36.68,Medium
CASE/7928/2017,BIH-PAT-02,Bihar,Patna,JDG-167,Criminal,POCSO,Division_Bench,Execution,7,2023-03-07,665,2,15,8,0.533,0,0,162,365,300,84,52.83,High
CASE/3193/2016,RAJ-JOD-11,Rajasthan,Jodhpur,JDG-718,Execution,Property_Dispute,Single_Judge,Execution,7,2019-10-09,1910,9,41,18,0.439,0,0,1053,2920,0,123,30.4,Medium
CASE/6521/2023,RAJ-JOD-19,Rajasthan,Jodhpur,JDG-606,Criminal,SC_ST,Single_Judge,Execution,7,2022-01-14,1082,87,20,10,0.5,1,0,165,730,352,86,63.55,High
CASE/6195/2024,KAR-BEN-07,Karnataka,Bengaluru,JDG-826,Criminal,SC_ST,Full_Bench,Execution,7,2018-11-17,2236,18,45,20,0.444,0,0,219,730,1506,10,47.48,Medium
CASE/3056/2024,KAR-MAN-06,Karnataka,Mangaluru,JDG-902,Revision,POCSO,Magistrate,Arguments,5,2023-02-22,678,2,19,8,0.421,0,0,155,365,313,10,54.83,High
CASE/5772/2018,TAM-MAD-05,Tamil Nadu,Madurai,JDG-273,Revision,Matrimonial,Division_Bench,Execution,7,2017-08-19,2691,28,73,22,0.301,0,0,642,1825,866,21,46.37,Medium
CASE/8556/2024,KAR-MAN-08,Karnataka,Mangaluru,JDG-101,Criminal,General_Criminal,Division_Bench,Execution,7,2021-10-26,1162,4,28,14,0.5,0,1,434,730,432,54,63.5,High
CASE/3695/2017,RAJ-UDA-16,Rajasthan,Udaipur,JDG-537,Writ,Commercial,Magistrate,Execution,7,2017-07-17,2724,31,77,21,0.273,0,0,284,365,2359,10,50.61,High
CASE/1502/2015,UTT-VAR-02,Uttar Pradesh,Varanasi,JDG-146,Appeal,Property_Dispute,Magistrate,Execution,7,2021-03-07,1395,453,38,13,0.342,1,0,1316,2920,0,10,35.49,Medium
CASE/1980/2023,BIH-GAY-13,Bihar,Gaya,JDG-490,Appeal,General_Criminal,Division_Bench,Arguments,5,2016-10-10,3004,37,69,21,0.304,0,0,504,730,2274,106,53.51,High
CASE/2556/2021,MAH-MUM-01,Maharashtra,Mumbai,JDG-760,Civil,Property_Dispute,Full_Bench,Execution,7,2016-02-13,3244,5,73,33,0.452,0,0,910,2920,324,10,48.18,Medium
CASE/2997/2016,BIH-GAY-18,Bihar,Gaya,JDG-824,Execution,General_Civil,Magistrate,Arguments,5,2020-07-12,1633,32,35,10,0.286,0,0,992,2190,0,10,37.46,Medium
CASE/5314/2022,RAJ-UDA-13,Rajasthan,Udaipur,JDG-234,Criminal,Property_Dispute,Full_Bench,Evidence,4,2023-06-15,565,408,15,5,0.333,1,0,1239,2920,0,718,35.21,Medium
CASE/2645/2023,KAR-MYS-07,Karnataka,Mysuru,JDG-872,Criminal,Senior_Citizen,Single_Judge,Execution,7,2015-03-11,3583,6,96,34,0.354,0,0,85,180,3403,10,48.64,Medium
CASE/9179/2024,DEL-NOR-09,Delhi,North,JDG-282,Writ,Senior_Citizen,Division_Bench,Arguments,5,2016-09-23,3021,16,76,23,0.303,0,0,80,180,2841,41,51.35,High
CASE/5531/2018,GUJ-RAJ-02,Gujarat,Rajkot,JDG-498,Criminal,Motor_Accident,Single_Judge,Execution,7,2019-03-03,2130,163,49,14,0.286,1,0,972,1825,305,91,70.61,High
CASE/1880/2023,TAM-SAL-08,Tamil Nadu,Salem,JDG-506,Execution,SC_ST,Full_Bench,Execution,7,2015-08-16,3425,2,80,30,0.375,0,0,145,730,2695,60,46.65,Medium
CASE/7956/2020,MAD-GWA-04,Madhya Pradesh,Gwalior,JDG-412,Civil,Commercial,Sessions,Execution,7,2017-07-27,2714,17,75,25,0.333,0,0,270,365,2349,10,50.41,High
CASE/1176/2018,UTT-VAR-05,Uttar Pradesh,Varanasi,JDG-278,Execution,POCSO,Magistrate,Execution,7,2023-09-09,479,12,12,6,0.5,0,0,129,365,114,93,39.58,Medium
CASE/6543/2018,WES-KOL-17,West Bengal,Kolkata,JDG-772,Execution,NDPS,Magistrate,Execution,7,2021-05-27,1314,27,29,11,0.379,0,0,307,1095,219,49,42.35,Medium
CASE/4536/2022,GUJ-RAJ-03,Gujarat,Rajkot,JDG-426,Execution,Matrimonial,Full_Bench,Arguments,5,2015-07-04,3468,108,82,46,0.561,1,0,559,1825,1643,10,74.38,High
CASE/1417/2021,RAJ-JAI-06,Rajasthan,Jaipur,JDG-173,Writ,SC_ST,Full_Bench,Execution,7,2023-01-29,702,25,20,4,0.2,0,0,189,730,0,12,41.02,Medium
CASE/0278/2024,UTT-VAR-11,Uttar Pradesh,Varanasi,JDG-690,Writ,Motor_Accident,Single_Judge,Judgment,6,2022-07-09,906,104,31,5,0.161,0,0,705,1825,0,26,28.72,Medium
CASE/8965/2022,WES-HOW-19,West Bengal,Howrah,JDG-161,Appeal,Matrimonial,Division_Bench,Execution,7,2019-01-05,2187,26,52,14,0.269,0,0,563,1825,362,64,42.53,Medium
CASE/2765/2021,MAD-BHO-05,Madhya Pradesh,Bhopal,JDG-172,Writ,POCSO,Single_Judge,Execution,7,2016-10-10,3004,5,53,15,0.283,0,0,117,365,2639,37,51.03,High
CASE/1472/2017,DEL-EAS-04,Delhi,East,JDG-306,Execution,Senior_Citizen,Single_Judge,Execution,7,2018-06-13,2393,14,42,14,0.333,0,0,80,180,2213,62,51.61,High
CASE/7582/2023,DEL-SOU-14,Delhi,South,JDG-515,Appeal,General_Criminal,Magistrate,Arguments,5,2021-05-09,1332,40,46,16,0.348,0,0,397,730,602,10,48.73,Medium
CASE/6986/2022,MAH-NAS-07,Maharashtra,Nashik,JDG-181,Criminal,SC_ST,Division_Bench,Arguments,5,2020-06-04,1671,25,40,21,0.525,0,0,216,730,941,64,56.87,High
CASE/6380/2015,DEL-SOU-05,Delhi,South,JDG-812,Execution,Property_Dispute,Full_Bench,Judgment,6,2020-02-29,1767,314,32,10,0.312,1,0,897,2920,0,12,48.07,Medium
CASE/3887/2018,DEL-EAS-18,Delhi,East,JDG-815,Writ,Motor_Accident,Sessions,Execution,7,2022-01-28,1068,217,19,7,0.368,1,0,843,1825,0,10,51.01,High
CASE/6263/2020,RAJ-JOD-04,Rajasthan,Jodhpur,JDG-131,Civil,General_Criminal,Division_Bench,Judgment,6,2018-06-18,2388,144,58,21,0.362,1,0,502,730,1658,112,57.22,High
CASE/2372/2015,BIH-MUZ-06,Bihar,Muzaffarpur,JDG-700,Civil,Commercial,Single_Judge,Execution,7,2016-10-11,3003,85,56,18,0.321,1,0,299,365,2638,54,57.61,High
CASE/6196/2019,UTT-VAR-01,Uttar Pradesh,Varanasi,JDG-755,Appeal,Matrimonial,Sessions,Arguments,5,2018-03-04,2494,5,54,10,0.185,0,0,512,1825,669,80,43.75,Medium
CASE/0819/2015,MAD-GWA-16,Madhya Pradesh,Gwalior,JDG-674,Execution,POCSO,Magistrate,Execution,7,2016-07-28,3078,1,59,31,0.525,0,0,165,365,2713,71,55.1,High
